iter	Passed	Remaining
806	34664	8290
807	34728	8252
808	34762	8207
809	34795	8161
810	34831	8117
811	34864	8072
812	34895	8026
813	34930	7981
814	34961	7935
815	34993	7890
816	35029	7846
817	35060	7800
818	35094	7755
819	35133	7712
820	35164	7666
821	35193	7621
822	35229	7576
823	35262	7531
824	35303	7488
825	35338	7444
826	35379	7401
827	35413	7356
828	35451	7312
829	35485	7268
830	35516	7223
831	35552	7178
832	35584	7133
833	35614	7088
834	35664	7047
835	35706	7004
836	35757	6963
837	35807	6922
838	35838	6877
839	35904	6838
840	35969	6800
841	36054	6765
842	36120	6727
843	36190	6689
844	36238	6647
845	36275	6603
846	36309	6558
847	36339	6513
848	36368	6468
849	36403	6424
850	36433	6379
851	36466	6334
852	36499	6290
853	36538	6246
854	36570	6202
855	36607	6158
856	36637	6113
857	36670	6069
858	36727	6028
859	36757	5983
860	36789	5939
861	36824	5895
862	36854	5850
863	36893	5807
864	36935	5764
865	36964	5719
866	36999	5675
867	37029	5631
868	37058	5586
869	37093	5542
870	37131	5499
871	37167	5455
872	37198	5411
873	37235	5368
874	37266	5323
875	37304	5280
876	37334	5236
877	37366	5192
878	37400	5148
879	37429	5104
880	37459	5059
881	37487	5015
882	37519	4971
883	37557	4928
884	37595	4885
885	37632	4842
886	37667	4798
887	37701	4755
888	37741	4712
889	37781	4669
890	37818	4626
891	37874	4585
892	37919	4543
893	37967	4501
894	38013	4459
895	38085	4420
896	38132	4378
897	38169	4335
898	38218	4293
899	38269	4252
900	38313	4209
901	38349	4166
902	38380	4122
903	38414	4079
904	38453	4036
905	38482	3992
906	38516	3949
907	38545	3905
908	38573	3861
909	38604	3818
910	38633	3774
911	38660	3730
912	38687	3686
913	38716	3642
914	38742	3599
915	38778	3556
916	38805	3512
917	38834	3468
918	38865	3425
919	38899	3382
920	38928	3339
921	38958	3295
922	38987	3252
923	39015	3209
924	39044	3165
925	39076	3122
926	39103	3079
927	39130	3035
928	39156	2992
929	39184	2949
930	39212	2906
931	39239	2862
932	39267	2819
933	39300	2777
934	39327	2734
935	39355	2690
936	39382	2647
937	39409	2604
938	39436	2561
939	39462	2518
940	39491	2476
941	39523	2433
942	39550	2390
943	39579	2347
944	39611	2305
945	39640	2262
946	39668	2220
947	39699	2177
948	39732	2135
949	39766	2092
950	39799	2050
951	39828	2008
952	39854	1965
953	39883	1923
954	39913	1880
955	39942	1838
956	39971	1796
957	39995	1753
958	40022	1711
959	40052	1668
960	40080	1626
961	40108	1584
962	40138	1542
963	40165	1499
964	40192	1457
965	40220	1415
966	40243	1373
967	40274	1331
968	40301	1289
969	40341	1247
970	40381	1206
971	40423	1164
972	40458	1122
973	40488	1080
974	40520	1038
975	40551	997
976	40586	955
977	40619	913
978	40650	871
979	40692	830
980	40724	788
981	40754	747
982	40788	705
983	40815	663
984	40854	622
985	40889	580
986	40927	539
987	40957	497
988	40990	455
989	41032	414
990	41073	373
991	41105	331
992	41134	289
993	41165	248
994	41206	207
995	41288	165
996	41360	124
997	41417	83
998	41476	41
999	41521	0
