iter	RMSE
813	19.16356579
814	19.15854769
815	19.15003814
816	19.14503264
817	19.13877356
818	19.12983059
819	19.11888034
820	19.11069367
821	19.10226413
822	19.09432572
823	19.08771766
824	19.07987762
825	19.0687285
826	19.06115723
827	19.05489711
828	19.0471053
829	19.0375813
830	19.02995141
831	19.02105284
832	19.01590636
833	19.00625615
834	19.00045415
835	18.99221577
836	18.97922963
837	18.97296656
838	18.96498493
839	18.95092894
840	18.94627343
841	18.93567875
842	18.92650319
843	18.91586304
844	18.91059964
845	18.90269916
846	18.89252762
847	18.88635535
848	18.88234404
849	18.87597348
850	18.87045389
851	18.86368514
852	18.85824052
853	18.84269112
854	18.83681067
855	18.82713331
856	18.8193781
857	18.81284703
858	18.80299227
859	18.79657512
860	18.78669781
861	18.77915322
862	18.77313915
863	18.7678792
864	18.75763265
865	18.75065411
866	18.74507908
867	18.73881182
868	18.73297971
869	18.72528586
870	18.7183624
871	18.71003234
872	18.70574719
873	18.69502817
874	18.68839068
875	18.67828358
876	18.67299324
877	18.66517692
878	18.65616182
879	18.65174502
880	18.64594847
881	18.64293672
882	18.63810497
883	18.62846205
884	18.62072978
885	18.6095326
886	18.60250043
887	18.59647044
888	18.58735074
889	18.58116209
890	18.57519262
891	18.56497946
892	18.55511291
893	18.5451791
894	18.53990704
895	18.53077869
896	18.52221237
897	18.51490268
898	18.50514956
899	18.49067629
900	18.48547288
901	18.47977957
902	18.47163726
903	18.46208775
904	18.45589136
905	18.44886993
906	18.43948551
907	18.43436357
908	18.42729999
909	18.41802161
910	18.41409938
911	18.40490944
912	18.39951837
913	18.38976164
914	18.38289557
915	18.37719988
916	18.37123607
917	18.36403512
918	18.35420471
919	18.34489689
920	18.33815341
921	18.3322558
922	18.32373271
923	18.31660987
924	18.30863281
925	18.30046271
926	18.29589635
927	18.28728366
928	18.28291134
929	18.2768464
930	18.27060084
931	18.26393384
932	18.25488068
933	18.24786461
934	18.24253242
935	18.23486815
936	18.22851629
937	18.22346813
938	18.21329967
939	18.20679489
940	18.20014075
941	18.19322752
942	18.18772165
943	18.18223459
944	18.17360632
945	18.16664564
946	18.16045781
947	18.15089417
948	18.140112
949	18.13162509
950	18.12207408
951	18.11920986
952	18.1130316
953	18.10807168
954	18.10123723
955	18.09186411
956	18.08473649
957	18.07889461
958	18.06784719
959	18.06232957
960	18.05564601
961	18.04634535
962	18.03850289
963	18.03225742
964	18.021778
965	18.01529938
966	18.01193874
967	17.99926303
968	17.99112638
969	17.98584813
970	17.98173689
971	17.97551781
972	17.96916665
973	17.95843852
974	17.95173113
975	17.94404052
976	17.93585533
977	17.92650619
978	17.9136215
979	17.90543403
980	17.89873454
981	17.89232064
982	17.88780422
983	17.88392336
984	17.87122584
985	17.86232086
986	17.85156243
987	17.84808572
988	17.84231561
989	17.83302888
990	17.82530512
991	17.81753594
992	17.81105392
993	17.80449308
994	17.79756542
995	17.78912959
996	17.78239783
997	17.77684904
998	17.76953055
999	17.76363567
